formula,formula,score
t36_xboole_1,idempotence_k2_xboole_0,inf
t36_xboole_1,t2_tarski,inf
t36_xboole_1,t64_xboole_1,6.8373235180708605
t36_xboole_1,t9_xboole_1,5.014147373012143
t36_xboole_1,dt_o_0_0_xboole_0,inf
t36_xboole_1,t50_xboole_1,inf
t36_xboole_1,t27_xboole_1,4.482318835019906
t36_xboole_1,fc1_xboole_0,inf
t36_xboole_1,rc1_xboole_0,inf
t36_xboole_1,t6_xboole_1,inf
t36_xboole_1,d5_xboole_0,inf
t36_xboole_1,dt_k1_xboole_0,inf
t36_xboole_1,t4_xboole_1,inf
t36_xboole_1,t1_xboole_0,inf
t36_xboole_1,t14_xboole_1,4.102394110842516
t36_xboole_1,t29_xboole_1,6.6096329869888555
t36_xboole_1,antisymmetry_r2_xboole_0,inf
t36_xboole_1,t44_xboole_1,3.8197717198953542
t36_xboole_1,t2_xboole_0,inf
t36_xboole_1,t45_xboole_1,6.8373235180708605
t36_xboole_1,t6_xboole_0,inf
t36_xboole_1,fc5_xboole_0,inf
t36_xboole_1,t56_xboole_1,inf
t36_xboole_1,fc4_xboole_0,inf
t36_xboole_1,t11_xboole_1,4.142808238293179
t36_xboole_1,t60_xboole_1,6.8373235180708605
t36_xboole_1,t35_xboole_1,3.4186617590354302
t36_xboole_1,d6_xboole_0,inf
t36_xboole_1,t15_xboole_1,inf
t36_xboole_1,l58_xboole_1,10.25598527710629
t36_xboole_1,t33_xboole_1,4.656744698900942
t36_xboole_1,commutativity_k5_xboole_0,inf
t36_xboole_1,irreflexivity_r2_xboole_0,inf
t36_xboole_1,t57_xboole_1,inf
t36_xboole_1,t10_xboole_1,4.142808238293179
t36_xboole_1,t4_xboole_0,inf
t36_xboole_1,t16_xboole_1,inf
t36_xboole_1,rc2_xboole_0,inf
t36_xboole_1,d4_xboole_0,inf
t36_xboole_1,t24_xboole_1,inf
t36_xboole_1,dt_k4_xboole_0,inf
t36_xboole_1,l36_xboole_1,inf
t36_xboole_1,d10_xboole_0,4.063996319276573
t36_xboole_1,t19_xboole_1,3.901426078540596
t36_xboole_1,t43_xboole_1,3.8197717198953542
t36_xboole_1,t26_xboole_1,5.014147373012143
t36_xboole_1,t13_xboole_1,4.482318835019906
t36_xboole_1,t6_boole,inf
t36_xboole_1,l32_xboole_1,6.8373235180708605
t36_xboole_1,l13_xboole_0,inf
t36_xboole_1,t54_xboole_1,inf
t36_xboole_1,t2_boole,inf
t36_xboole_1,d2_xboole_0,inf
t36_xboole_1,t31_xboole_1,8.466832242503168
t36_xboole_1,t30_xboole_1,6.8373235180708605
t36_xboole_1,t18_xboole_1,4.142808238293179
t36_xboole_1,t52_xboole_1,inf
t36_xboole_1,t3_xboole_0,inf
t36_xboole_1,t55_xboole_1,inf
t36_xboole_1,t12_xboole_1,6.8373235180708605
t36_xboole_1,d7_xboole_0,inf
t36_xboole_1,t67_xboole_1,6.8373235180708605
t36_xboole_1,antisymmetry_r2_hidden,inf
t36_xboole_1,t7_xboole_0,inf
t36_xboole_1,t4_boole,inf
t36_xboole_1,t69_xboole_1,6.0
d8_xboole_0,d3_tarski,0.0
d8_xboole_0,t40_xboole_1,18.0
d8_xboole_0,t23_xboole_1,24.0
d8_xboole_0,t66_xboole_1,12.0
d8_xboole_0,t34_xboole_1,6.0
d8_xboole_0,t8_xboole_1,2.0
d8_xboole_0,dt_k3_xboole_0,inf
d8_xboole_0,t1_xboole_1,0.0
d8_xboole_0,t7_boole,inf
d8_xboole_0,d1_xboole_0,inf
d8_xboole_0,t37_xboole_1,6.0
d8_xboole_0,commutativity_k3_xboole_0,12.0
d8_xboole_0,dt_k5_xboole_0,inf
d8_xboole_0,t3_boole,14.60086415265278
d8_xboole_0,t65_xboole_1,inf
d8_xboole_0,symmetry_r1_xboole_0,inf
d8_xboole_0,t2_xboole_1,6.0
d8_xboole_0,t20_xboole_1,1.0
d8_xboole_0,t59_xboole_1,0.0
d8_xboole_0,t22_xboole_1,17.310886069450554
d8_xboole_0,t28_xboole_1,5.127992638553145
d8_xboole_0,t42_xboole_1,24.0
d8_xboole_0,t51_xboole_1,22.311446621790616
d8_xboole_0,t1_boole,14.60086415265278
d8_xboole_0,t5_xboole_1,12.0
d8_xboole_0,t63_xboole_1,0.0
d8_xboole_0,t17_xboole_1,10.25598527710629
d8_xboole_0,t5_xboole_0,inf
d8_xboole_0,t38_xboole_1,6.0
d8_xboole_0,t46_xboole_1,18.0
d8_xboole_0,commutativity_k2_xboole_0,12.0
d8_xboole_0,dt_k2_xboole_0,inf
d8_xboole_0,t53_xboole_1,24.0
d8_xboole_0,t8_boole,0.0
d8_xboole_0,t61_xboole_1,6.0
d8_xboole_0,t49_xboole_1,24.0
d8_xboole_0,t58_xboole_1,0.0
d8_xboole_0,t25_xboole_1,24.0
d8_xboole_0,t7_xboole_1,6.0
d8_xboole_0,t48_xboole_1,12.0
d8_xboole_0,t3_xboole_1,6.0
d8_xboole_0,idempotence_k3_xboole_0,13.126933651659588
d8_xboole_0,t47_xboole_1,18.0
d8_xboole_0,d3_xboole_0,24.0
d8_xboole_0,t21_xboole_1,17.310886069450554
d8_xboole_0,idempotence_k2_xboole_0,13.126933651659588
d8_xboole_0,t2_tarski,0.0
d8_xboole_0,t64_xboole_1,0.0
d8_xboole_0,t9_xboole_1,6.0
d8_xboole_0,dt_o_0_0_xboole_0,inf
d8_xboole_0,t50_xboole_1,24.0
d8_xboole_0,t27_xboole_1,4.0
d8_xboole_0,fc1_xboole_0,inf
d8_xboole_0,rc1_xboole_0,inf
d8_xboole_0,t6_xboole_1,12.0
d8_xboole_0,d5_xboole_0,24.0
d8_xboole_0,dt_k1_xboole_0,inf
d8_xboole_0,t4_xboole_1,12.0
d8_xboole_0,t1_xboole_0,inf
d8_xboole_0,t14_xboole_1,1.0
d8_xboole_0,t29_xboole_1,12.0
d8_xboole_0,antisymmetry_r2_xboole_0,0.0
d8_xboole_0,t44_xboole_1,6.0
d8_xboole_0,t2_xboole_0,24.0
d8_xboole_0,t45_xboole_1,7.7014682720778715
d8_xboole_0,t6_xboole_0,0.0
d8_xboole_0,fc5_xboole_0,inf
d8_xboole_0,t56_xboole_1,0.0
d8_xboole_0,fc4_xboole_0,inf
d8_xboole_0,t11_xboole_1,3.0
d8_xboole_0,t60_xboole_1,0.0
d8_xboole_0,t35_xboole_1,4.0
d8_xboole_0,d6_xboole_0,18.0
d8_xboole_0,t15_xboole_1,9.0
d8_xboole_0,l58_xboole_1,0.0
d8_xboole_0,t33_xboole_1,6.0
d8_xboole_0,commutativity_k5_xboole_0,12.0
d8_xboole_0,irreflexivity_r2_xboole_0,6.591673732008658
d8_xboole_0,t57_xboole_1,0.0
d8_xboole_0,t10_xboole_1,3.0
d8_xboole_0,t4_xboole_0,inf
d8_xboole_0,t16_xboole_1,12.0
d8_xboole_0,rc2_xboole_0,inf
d8_xboole_0,d4_xboole_0,24.0
d8_xboole_0,t24_xboole_1,24.0
d8_xboole_0,dt_k4_xboole_0,inf
d8_xboole_0,l36_xboole_1,24.0
d8_xboole_0,d10_xboole_0,0.0
d8_xboole_0,t19_xboole_1,2.0
d8_xboole_0,t43_xboole_1,6.0
d8_xboole_0,t26_xboole_1,6.0
d8_xboole_0,t13_xboole_1,4.0
d8_xboole_0,t6_boole,12.0
d8_xboole_0,l32_xboole_1,6.0
d8_xboole_0,l13_xboole_0,12.0
d8_xboole_0,t54_xboole_1,24.0
d8_xboole_0,t2_boole,18.0
d8_xboole_0,d2_xboole_0,12.0
d8_xboole_0,t31_xboole_1,18.0
d8_xboole_0,t30_xboole_1,12.0
d8_xboole_0,t18_xboole_1,3.0
d8_xboole_0,t52_xboole_1,24.0
d8_xboole_0,t3_xboole_0,inf
d8_xboole_0,t55_xboole_1,30.0
d8_xboole_0,t12_xboole_1,3.0
d8_xboole_0,d7_xboole_0,24.0
d8_xboole_0,t67_xboole_1,2.6666666666666665
d8_xboole_0,antisymmetry_r2_hidden,inf
d8_xboole_0,t7_xboole_0,6.0
d8_xboole_0,t4_boole,18.0
d8_xboole_0,t69_xboole_1,0.0
d3_tarski,t40_xboole_1,inf
d3_tarski,t23_xboole_1,inf
d3_tarski,t66_xboole_1,inf
d3_tarski,t34_xboole_1,6.0
d3_tarski,t8_xboole_1,2.0
d3_tarski,dt_k3_xboole_0,inf
d3_tarski,t1_xboole_1,0.0
d3_tarski,t7_boole,0.0
d3_tarski,d1_xboole_0,0.0
d3_tarski,t37_xboole_1,0.0
d3_tarski,commutativity_k3_xboole_0,inf
d3_tarski,dt_k5_xboole_0,inf
d3_tarski,t3_boole,inf
d3_tarski,t65_xboole_1,inf
d3_tarski,symmetry_r1_xboole_0,inf
d3_tarski,t2_xboole_1,6.0
d3_tarski,t20_xboole_1,0.0
d3_tarski,t59_xboole_1,0.0
d3_tarski,t22_xboole_1,inf
d3_tarski,t28_xboole_1,0.0
d3_tarski,t42_xboole_1,inf
d3_tarski,t51_xboole_1,inf
d3_tarski,t1_boole,inf
d3_tarski,t5_xboole_1,inf
d3_tarski,t63_xboole_1,0.0
d3_tarski,t17_xboole_1,10.25598527710629
d3_tarski,t5_xboole_0,1.3333333333333333
d3_tarski,t38_xboole_1,12.0
d3_tarski,t46_xboole_1,inf
d3_tarski,commutativity_k2_xboole_0,inf
d3_tarski,dt_k2_xboole_0,inf
d3_tarski,t53_xboole_1,inf
d3_tarski,t8_boole,inf
d3_tarski,t61_xboole_1,inf
d3_tarski,t49_xboole_1,inf
d3_tarski,t58_xboole_1,0.0
d3_tarski,t25_xboole_1,inf
d3_tarski,t7_xboole_1,6.0
d3_tarski,t48_xboole_1,inf
d3_tarski,t3_xboole_1,12.0
d3_tarski,idempotence_k3_xboole_0,inf
d3_tarski,t47_xboole_1,inf
d3_tarski,d3_xboole_0,0.0
d3_tarski,t21_xboole_1,inf
d3_tarski,idempotence_k2_xboole_0,inf
d3_tarski,t2_tarski,0.0
d3_tarski,t64_xboole_1,0.0
d3_tarski,t9_xboole_1,6.0
d3_tarski,dt_o_0_0_xboole_0,inf
d3_tarski,t50_xboole_1,inf
d3_tarski,t27_xboole_1,4.0
d3_tarski,fc1_xboole_0,inf
d3_tarski,rc1_xboole_0,inf
d3_tarski,t6_xboole_1,inf
d3_tarski,d5_xboole_0,0.0
d3_tarski,dt_k1_xboole_0,inf
d3_tarski,t4_xboole_1,inf
d3_tarski,t1_xboole_0,1.0
d3_tarski,t14_xboole_1,0.0
d3_tarski,t29_xboole_1,12.0
d3_tarski,antisymmetry_r2_xboole_0,inf
d3_tarski,t44_xboole_1,6.0
d3_tarski,t2_xboole_0,0.0
d3_tarski,t45_xboole_1,0.0
d3_tarski,t6_xboole_0,0.0
d3_tarski,fc5_xboole_0,inf
d3_tarski,t56_xboole_1,inf
d3_tarski,fc4_xboole_0,inf
d3_tarski,t11_xboole_1,3.0
d3_tarski,t60_xboole_1,0.0
d3_tarski,t35_xboole_1,4.0
d3_tarski,d6_xboole_0,inf
d3_tarski,t15_xboole_1,inf
d3_tarski,l58_xboole_1,0.0
d3_tarski,t33_xboole_1,6.0
d3_tarski,commutativity_k5_xboole_0,inf
d3_tarski,irreflexivity_r2_xboole_0,inf
d3_tarski,t57_xboole_1,inf
d3_tarski,t10_xboole_1,3.0
d3_tarski,t4_xboole_0,6.0
d3_tarski,t16_xboole_1,inf
d3_tarski,rc2_xboole_0,inf
d3_tarski,d4_xboole_0,0.0
d3_tarski,t24_xboole_1,inf
d3_tarski,dt_k4_xboole_0,inf
d3_tarski,l36_xboole_1,inf
d3_tarski,d10_xboole_0,0.0
d3_tarski,t19_xboole_1,2.0
d3_tarski,t43_xboole_1,6.0
d3_tarski,t26_xboole_1,6.0
d3_tarski,t13_xboole_1,4.0
d3_tarski,t6_boole,inf
d3_tarski,l32_xboole_1,0.0
d3_tarski,l13_xboole_0,inf
d3_tarski,t54_xboole_1,inf
d3_tarski,t2_boole,inf
d3_tarski,d2_xboole_0,inf
d3_tarski,t31_xboole_1,18.0
d3_tarski,t30_xboole_1,0.0
d3_tarski,t18_xboole_1,3.0
d3_tarski,t52_xboole_1,inf
d3_tarski,t3_xboole_0,0.0
d3_tarski,t55_xboole_1,inf
d3_tarski,t12_xboole_1,0.0
d3_tarski,d7_xboole_0,inf
d3_tarski,t67_xboole_1,0.0
d3_tarski,antisymmetry_r2_hidden,0.0
d3_tarski,t7_xboole_0,inf
d3_tarski,t4_boole,inf
d3_tarski,t69_xboole_1,0.0
t40_xboole_1,t23_xboole_1,14.0
t40_xboole_1,t66_xboole_1,16.0
t40_xboole_1,t34_xboole_1,inf
t40_xboole_1,t8_xboole_1,inf
t40_xboole_1,dt_k3_xboole_0,inf
t40_xboole_1,t1_xboole_1,inf
t40_xboole_1,t7_boole,inf
t40_xboole_1,d1_xboole_0,inf
t40_xboole_1,t37_xboole_1,12.0
t40_xboole_1,commutativity_k3_xboole_0,10.0
t40_xboole_1,dt_k5_xboole_0,inf
t40_xboole_1,t3_boole,10.92396895143074
t40_xboole_1,t65_xboole_1,inf
t40_xboole_1,symmetry_r1_xboole_0,inf
t40_xboole_1,t2_xboole_1,inf
t40_xboole_1,t20_xboole_1,48.0
t40_xboole_1,t59_xboole_1,inf
t40_xboole_1,t22_xboole_1,10.830342030658832
t40_xboole_1,t28_xboole_1,16.933664485006336
t40_xboole_1,t42_xboole_1,10.4479420162135
t40_xboole_1,t51_xboole_1,12.779326405292311
t40_xboole_1,t1_boole,10.377246659046476
t40_xboole_1,t5_xboole_1,10.0
t40_xboole_1,t63_xboole_1,inf
t40_xboole_1,t17_xboole_1,inf
t40_xboole_1,t5_xboole_0,inf
t40_xboole_1,t38_xboole_1,16.0
t40_xboole_1,t46_xboole_1,10.88261579345406
t40_xboole_1,commutativity_k2_xboole_0,10.0
t40_xboole_1,dt_k2_xboole_0,inf
t40_xboole_1,t53_xboole_1,13.159008031540957
t40_xboole_1,t8_boole,12.0
t40_xboole_1,t61_xboole_1,8.0
t40_xboole_1,t49_xboole_1,14.570129294781776
t40_xboole_1,t58_xboole_1,inf
t40_xboole_1,t25_xboole_1,14.0
t40_xboole_1,t7_xboole_1,inf
t40_xboole_1,t48_xboole_1,11.540590712967036
t40_xboole_1,t3_xboole_1,16.0
t40_xboole_1,idempotence_k3_xboole_0,8.896418674544599
t40_xboole_1,t47_xboole_1,9.229584714613166
t40_xboole_1,d3_xboole_0,32.0
t40_xboole_1,t21_xboole_1,10.830342030658832
t40_xboole_1,idempotence_k2_xboole_0,8.896418674544599
t40_xboole_1,t2_tarski,18.0
t40_xboole_1,t64_xboole_1,inf
t40_xboole_1,t9_xboole_1,inf
t40_xboole_1,dt_o_0_0_xboole_0,inf
t40_xboole_1,t50_xboole_1,14.086565461741756
t40_xboole_1,t27_xboole_1,inf
t40_xboole_1,fc1_xboole_0,inf
t40_xboole_1,rc1_xboole_0,inf
t40_xboole_1,t6_xboole_1,10.0
t40_xboole_1,d5_xboole_0,16.0
t40_xboole_1,dt_k1_xboole_0,inf
t40_xboole_1,t4_xboole_1,10.0
t40_xboole_1,t1_xboole_0,inf
t40_xboole_1,t14_xboole_1,48.0
t40_xboole_1,t29_xboole_1,inf
t40_xboole_1,antisymmetry_r2_xboole_0,inf
t40_xboole_1,t44_xboole_1,inf
t40_xboole_1,t2_xboole_0,32.0
t40_xboole_1,t45_xboole_1,21.010584149511022
t40_xboole_1,t6_xboole_0,inf
t40_xboole_1,fc5_xboole_0,inf
t40_xboole_1,t56_xboole_1,inf
t40_xboole_1,fc4_xboole_0,inf
t40_xboole_1,t11_xboole_1,inf
t40_xboole_1,t60_xboole_1,inf
t40_xboole_1,t35_xboole_1,inf
t40_xboole_1,d6_xboole_0,12.0
t40_xboole_1,t15_xboole_1,9.0
t40_xboole_1,l58_xboole_1,inf
t40_xboole_1,t33_xboole_1,inf
t40_xboole_1,commutativity_k5_xboole_0,10.0
t40_xboole_1,irreflexivity_r2_xboole_0,inf
t40_xboole_1,t57_xboole_1,inf
t40_xboole_1,t10_xboole_1,inf
t40_xboole_1,t4_xboole_0,inf
t40_xboole_1,t16_xboole_1,10.0
t40_xboole_1,rc2_xboole_0,inf
t40_xboole_1,d4_xboole_0,32.0
t40_xboole_1,t24_xboole_1,14.0
t40_xboole_1,dt_k4_xboole_0,inf
t40_xboole_1,l36_xboole_1,13.159008031540957
t40_xboole_1,d10_xboole_0,18.0
t40_xboole_1,t19_xboole_1,inf
t40_xboole_1,t43_xboole_1,inf
t40_xboole_1,t26_xboole_1,inf
t40_xboole_1,t13_xboole_1,inf
t40_xboole_1,t6_boole,16.0
t40_xboole_1,l32_xboole_1,12.0
t40_xboole_1,l13_xboole_0,16.0
t40_xboole_1,t54_xboole_1,13.159008031540957
t40_xboole_1,t2_boole,12.0
t40_xboole_1,d2_xboole_0,10.0
t40_xboole_1,t31_xboole_1,inf
t40_xboole_1,t30_xboole_1,28.0
t40_xboole_1,t18_xboole_1,inf
t40_xboole_1,t52_xboole_1,14.736332392225666
t40_xboole_1,t3_xboole_0,inf
t40_xboole_1,t55_xboole_1,9.016446556213554
t40_xboole_1,t12_xboole_1,16.933664485006336
t40_xboole_1,d7_xboole_0,20.0
t40_xboole_1,t67_xboole_1,32.0
t40_xboole_1,antisymmetry_r2_hidden,inf
t40_xboole_1,t7_xboole_0,8.0
t40_xboole_1,t4_boole,9.016446556213554
t40_xboole_1,t69_xboole_1,inf
t23_xboole_1,t66_xboole_1,20.0
t23_xboole_1,t34_xboole_1,inf
t23_xboole_1,t8_xboole_1,inf
t23_xboole_1,dt_k3_xboole_0,inf
t23_xboole_1,t1_xboole_1,inf
t23_xboole_1,t7_boole,inf
t23_xboole_1,d1_xboole_0,inf
t23_xboole_1,t37_xboole_1,24.0
t23_xboole_1,commutativity_k3_xboole_0,8.466832242503168
t23_xboole_1,dt_k5_xboole_0,inf
t23_xboole_1,t3_boole,12.316137715318517
t23_xboole_1,t65_xboole_1,inf
t23_xboole_1,symmetry_r1_xboole_0,inf
t23_xboole_1,t2_xboole_1,inf
t23_xboole_1,t20_xboole_1,60.0
t23_xboole_1,t59_xboole_1,inf
t23_xboole_1,t22_xboole_1,12.700248363754751
t23_xboole_1,t28_xboole_1,13.219265973977711
t23_xboole_1,t42_xboole_1,16.0
t23_xboole_1,t51_xboole_1,14.673485726745412
t23_xboole_1,t1_boole,12.316137715318517
t23_xboole_1,t5_xboole_1,14.0
t23_xboole_1,t63_xboole_1,inf
t23_xboole_1,t17_xboole_1,inf
t23_xboole_1,t5_xboole_0,inf
t23_xboole_1,t38_xboole_1,20.0
t23_xboole_1,t46_xboole_1,14.0
t23_xboole_1,commutativity_k2_xboole_0,11.43455258813238
t23_xboole_1,dt_k2_xboole_0,inf
t23_xboole_1,t53_xboole_1,16.0
t23_xboole_1,t8_boole,16.0
t23_xboole_1,t61_xboole_1,10.0
t23_xboole_1,t49_xboole_1,12.0
t23_xboole_1,t58_xboole_1,inf
t23_xboole_1,t25_xboole_1,16.0
t23_xboole_1,t7_xboole_1,inf
t23_xboole_1,t48_xboole_1,12.0
t23_xboole_1,t3_xboole_1,20.0
t23_xboole_1,idempotence_k3_xboole_0,9.585441914786932
t23_xboole_1,t47_xboole_1,14.0
t23_xboole_1,d3_xboole_0,32.0
t23_xboole_1,t21_xboole_1,14.733524973638687
t23_xboole_1,idempotence_k2_xboole_0,10.730622779353762
t23_xboole_1,t2_tarski,24.0
t23_xboole_1,t64_xboole_1,inf
t23_xboole_1,t9_xboole_1,inf
t23_xboole_1,dt_o_0_0_xboole_0,inf
t23_xboole_1,t50_xboole_1,12.0
t23_xboole_1,t27_xboole_1,inf
t23_xboole_1,fc1_xboole_0,inf
t23_xboole_1,rc1_xboole_0,inf
t23_xboole_1,t6_xboole_1,12.427040134639292
t23_xboole_1,d5_xboole_0,40.0
t23_xboole_1,dt_k1_xboole_0,inf
t23_xboole_1,t4_xboole_1,12.424216738930504
t23_xboole_1,t1_xboole_0,inf
t23_xboole_1,t14_xboole_1,48.0
t23_xboole_1,t29_xboole_1,inf
t23_xboole_1,antisymmetry_r2_xboole_0,inf
t23_xboole_1,t44_xboole_1,inf
t23_xboole_1,t2_xboole_0,40.0
t23_xboole_1,t45_xboole_1,23.78610067276129
t23_xboole_1,t6_xboole_0,inf
t23_xboole_1,fc5_xboole_0,inf
t23_xboole_1,t56_xboole_1,inf
t23_xboole_1,fc4_xboole_0,inf
t23_xboole_1,t11_xboole_1,inf
t23_xboole_1,t60_xboole_1,inf
t23_xboole_1,t35_xboole_1,inf
t23_xboole_1,d6_xboole_0,14.0
t23_xboole_1,t15_xboole_1,11.0
t23_xboole_1,l58_xboole_1,inf
t23_xboole_1,t33_xboole_1,inf
t23_xboole_1,commutativity_k5_xboole_0,12.0
t23_xboole_1,irreflexivity_r2_xboole_0,inf
t23_xboole_1,t57_xboole_1,inf
t23_xboole_1,t10_xboole_1,inf
t23_xboole_1,t4_xboole_0,inf
t23_xboole_1,t16_xboole_1,12.56832197407822
t23_xboole_1,rc2_xboole_0,inf
t23_xboole_1,d4_xboole_0,40.0
t23_xboole_1,t24_xboole_1,16.0
t23_xboole_1,dt_k4_xboole_0,inf
t23_xboole_1,l36_xboole_1,16.0
t23_xboole_1,d10_xboole_0,24.0
t23_xboole_1,t19_xboole_1,inf
t23_xboole_1,t43_xboole_1,inf
t23_xboole_1,t26_xboole_1,inf
t23_xboole_1,t13_xboole_1,inf
t23_xboole_1,t6_boole,20.0
t23_xboole_1,l32_xboole_1,24.0
t23_xboole_1,l13_xboole_0,20.0
t23_xboole_1,t54_xboole_1,16.0
t23_xboole_1,t2_boole,10.0
t23_xboole_1,d2_xboole_0,12.0
t23_xboole_1,t31_xboole_1,inf
t23_xboole_1,t30_xboole_1,32.0
t23_xboole_1,t18_xboole_1,inf
t23_xboole_1,t52_xboole_1,10.0
t23_xboole_1,t3_xboole_0,inf
t23_xboole_1,t55_xboole_1,18.0
t23_xboole_1,t12_xboole_1,20.75449331809295
t23_xboole_1,d7_xboole_0,16.0
t23_xboole_1,t67_xboole_1,40.0
t23_xboole_1,antisymmetry_r2_hidden,inf
t23_xboole_1,t7_xboole_0,10.0
t23_xboole_1,t4_boole,14.0
t23_xboole_1,t69_xboole_1,inf
t66_xboole_1,t34_xboole_1,inf
t66_xboole_1,t8_xboole_1,inf
t66_xboole_1,dt_k3_xboole_0,inf
t66_xboole_1,t1_xboole_1,inf
t66_xboole_1,t7_boole,inf
t66_xboole_1,d1_xboole_0,inf
t66_xboole_1,t37_xboole_1,8.0
t66_xboole_1,commutativity_k3_xboole_0,12.0
t66_xboole_1,dt_k5_xboole_0,inf
t66_xboole_1,t3_boole,13.219265973977711
t66_xboole_1,t65_xboole_1,5.942321379141431
t66_xboole_1,symmetry_r1_xboole_0,4.394449154672439
t66_xboole_1,t2_xboole_1,inf
t66_xboole_1,t20_xboole_1,48.0
t66_xboole_1,t59_xboole_1,inf
t66_xboole_1,t22_xboole_1,14.60086415265278
t66_xboole_1,t28_xboole_1,19.467818870203708
t66_xboole_1,t42_xboole_1,20.0
t66_xboole_1,t51_xboole_1,18.254992015665337
t66_xboole_1,t1_boole,13.219265973977711
t66_xboole_1,t5_xboole_1,12.0
t66_xboole_1,t63_xboole_1,9.887510598012987
t66_xboole_1,t17_xboole_1,inf
t66_xboole_1,t5_xboole_0,17.577796618689757
t66_xboole_1,t38_xboole_1,0.0
t66_xboole_1,t46_xboole_1,8.0
t66_xboole_1,commutativity_k2_xboole_0,12.0
t66_xboole_1,dt_k2_xboole_0,inf
t66_xboole_1,t53_xboole_1,20.0
t66_xboole_1,t8_boole,8.0
t66_xboole_1,t61_xboole_1,0.0
t66_xboole_1,t49_xboole_1,20.0
t66_xboole_1,t58_xboole_1,inf
t66_xboole_1,t25_xboole_1,20.0
t66_xboole_1,t7_xboole_1,inf
t66_xboole_1,t48_xboole_1,12.0
t66_xboole_1,t3_xboole_1,0.0
t66_xboole_1,idempotence_k3_xboole_0,11.16176782284704
t66_xboole_1,t47_xboole_1,16.0
t66_xboole_1,d3_xboole_0,32.0
t66_xboole_1,t21_xboole_1,14.60086415265278
t66_xboole_1,idempotence_k2_xboole_0,11.16176782284704
t66_xboole_1,t2_tarski,12.0
t66_xboole_1,t64_xboole_1,13.183347464017316
t66_xboole_1,t9_xboole_1,inf
t66_xboole_1,dt_o_0_0_xboole_0,inf
t66_xboole_1,t50_xboole_1,20.0
t66_xboole_1,t27_xboole_1,inf
t66_xboole_1,fc1_xboole_0,inf
t66_xboole_1,rc1_xboole_0,inf
t66_xboole_1,t6_xboole_1,12.0
t66_xboole_1,d5_xboole_0,32.0
t66_xboole_1,dt_k1_xboole_0,inf
t66_xboole_1,t4_xboole_1,12.0
t66_xboole_1,t1_xboole_0,inf
t66_xboole_1,t14_xboole_1,48.0
t66_xboole_1,t29_xboole_1,inf
t66_xboole_1,antisymmetry_r2_xboole_0,inf
t66_xboole_1,t44_xboole_1,inf
t66_xboole_1,t2_xboole_0,32.0
t66_xboole_1,t45_xboole_1,27.235612444274775
t66_xboole_1,t6_xboole_0,inf
t66_xboole_1,fc5_xboole_0,inf
t66_xboole_1,t56_xboole_1,inf
t66_xboole_1,fc4_xboole_0,inf
t66_xboole_1,t11_xboole_1,inf
t66_xboole_1,t60_xboole_1,inf
t66_xboole_1,t35_xboole_1,inf
t66_xboole_1,d6_xboole_0,16.0
t66_xboole_1,t15_xboole_1,2.0
t66_xboole_1,l58_xboole_1,inf
t66_xboole_1,t33_xboole_1,inf
t66_xboole_1,commutativity_k5_xboole_0,12.0
t66_xboole_1,irreflexivity_r2_xboole_0,inf
t66_xboole_1,t57_xboole_1,inf
t66_xboole_1,t10_xboole_1,inf
t66_xboole_1,t4_xboole_0,8.788898309344878
t66_xboole_1,t16_xboole_1,12.0
t66_xboole_1,rc2_xboole_0,inf
t66_xboole_1,d4_xboole_0,32.0
t66_xboole_1,t24_xboole_1,20.0
t66_xboole_1,dt_k4_xboole_0,inf
t66_xboole_1,l36_xboole_1,20.0
t66_xboole_1,d10_xboole_0,12.0
t66_xboole_1,t19_xboole_1,inf
t66_xboole_1,t43_xboole_1,inf
t66_xboole_1,t26_xboole_1,inf
t66_xboole_1,t13_xboole_1,inf
t66_xboole_1,t6_boole,0.0
t66_xboole_1,l32_xboole_1,8.0
t66_xboole_1,l13_xboole_0,0.0
t66_xboole_1,t54_xboole_1,20.0
t66_xboole_1,t2_boole,8.0
t66_xboole_1,d2_xboole_0,12.0
t66_xboole_1,t31_xboole_1,inf
t66_xboole_1,t30_xboole_1,40.0
t66_xboole_1,t18_xboole_1,inf
t66_xboole_1,t52_xboole_1,20.0
t66_xboole_1,t3_xboole_0,13.183347464017316
t66_xboole_1,t55_xboole_1,24.0
t66_xboole_1,t12_xboole_1,19.467818870203708
t66_xboole_1,d7_xboole_0,4.19722457733622
t66_xboole_1,t67_xboole_1,8.788898309344878
t66_xboole_1,antisymmetry_r2_hidden,inf
t66_xboole_1,t7_xboole_0,0.0
t66_xboole_1,t4_boole,8.0
t66_xboole_1,t69_xboole_1,13.183347464017316
t34_xboole_1,t8_xboole_1,2.6666666666666665
t34_xboole_1,dt_k3_xboole_0,inf
t34_xboole_1,t1_xboole_1,2.0
t34_xboole_1,t7_boole,inf
t34_xboole_1,d1_xboole_0,inf
t34_xboole_1,t37_xboole_1,4.0
t34_xboole_1,commutativity_k3_xboole_0,inf
t34_xboole_1,dt_k5_xboole_0,inf
t34_xboole_1,t3_boole,inf
t34_xboole_1,t65_xboole_1,inf
t34_xboole_1,symmetry_r1_xboole_0,inf
t34_xboole_1,t2_xboole_1,4.0
t34_xboole_1,t20_xboole_1,2.4
t34_xboole_1,t59_xboole_1,6.0
t34_xboole_1,t22_xboole_1,inf
